time,tmp,pre,runoff
1952-03-16,3.159091,18.12326,3540.0
1952-04-16,9.217916,53.57326,4860.0
1952-05-16,12.379679,120.08343,15900.0
1952-06-16,15.249467,112.64652,14400.0
1952-07-16,17.318985,146.27647,23500.0
1952-08-16,15.072728,216.73396,32200.0
1952-09-16,13.455615,123.78612,38200.0
1952-10-16,7.891711,84.455086,21000.0
1952-11-16,4.0219254,15.675669,11100.0
1952-12-16,-2.1534762,5.3165774,6690.0
1953-01-16,-2.1852944,12.348931,4610.0
1953-02-15,-0.115240574,13.721122,4080.0
1953-03-16,4.7213902,29.977009,4880.0
1953-04-16,7.4780755,46.510696,7440.0
1953-05-16,12.3296795,88.418724,9980.0
1953-06-16,15.160429,128.35695,13700.0
1953-07-16,16.772995,165.29224,28400.0
1953-08-16,17.859894,108.10402,24600.0
1953-09-16,12.720322,113.6885,21900.0
1953-10-16,8.680749,59.593323,16800.0
1953-11-16,3.2189837,11.278878,10200.0
1953-12-16,-0.38689828,12.519518,5620.0
1954-01-16,-2.0927804,8.535027,4430.0
1954-02-15,0.7537434,14.267114,3840.0
1954-03-16,2.86123,24.577806,3810.0
1954-04-16,8.760427,60.95535,9040.0
1954-05-16,11.935829,109.1321,14600.0
1954-06-16,14.931818,155.04439,18500.0
1954-07-16,16.665508,223.7024,43700.0
1954-08-16,15.916578,192.63074,49500.0
1954-09-16,13.735829,120.5623,29400.0
1954-10-16,8.050267,67.455345,22900.0
1954-11-16,4.0462565,14.881819,10900.0
1954-12-16,-3.2732618,13.690375,6700.0
1955-01-16,-4.303743,6.4772725,5000.0
1955-02-15,0.213369,10.725668,4320.0
1955-03-16,4.0446525,32.535294,4190.0
1955-04-16,7.302407,31.247595,5050.0
1955-05-16,11.907486,59.950535,7100.0
1955-06-16,14.359357,142.74252,19600.0
1955-07-16,16.467916,190.63129,33300.0
1955-08-16,16.05,141.44331,35100.0
1955-09-16,14.079144,102.60589,22700.0
1955-10-16,8.871657,67.40616,17200.0
1955-11-16,2.1347592,33.07754,13600.0
1955-12-16,-0.55721897,5.5278077,5990.0
1956-01-16,-3.943048,11.971659,4110.0
1956-02-15,-0.36818185,6.7537436,3400.0
1956-03-16,3.912567,26.755081,3770.0
1956-04-16,9.20107,49.96711,5770.0
1956-05-16,11.237166,104.94894,12000.0
1956-06-16,15.265509,157.3337,23100.0
1956-07-16,16.127005,139.48636,27600.0
1956-08-16,15.346792,170.32167,25900.0
1956-09-16,13.110161,92.9869,26400.0
1956-10-16,7.8681817,66.63609,11700.0
1956-11-16,1.5425136,23.145725,8340.0
1956-12-16,-2.2762034,8.959091,5230.0
1957-01-16,-2.304813,14.728342,4510.0
1957-02-15,-2.9435825,17.417915,4080.0
1957-03-16,3.148663,24.459091,4570.0
1957-04-16,8.0109625,50.6147,6670.0
1957-05-16,10.731283,101.47487,12700.0
1957-06-16,13.889571,124.47513,17000.0
1957-07-16,16.840643,194.95052,35800.0
1957-08-16,16.129145,106.46311,28900.0
1957-09-16,12.556952,110.55749,14800.0
1957-10-16,7.063102,57.18931,17900.0
1957-11-16,3.613369,22.357218,8430.0
1957-12-16,-0.43342224,11.130215,7040.0
1958-01-16,-2.4786093,9.6700535,4010.0
1958-02-15,-1.9109629,13.149734,3620.0
1958-03-16,4.8628345,13.661766,3480.0
1958-04-16,9.562834,47.285835,4880.0
1958-05-16,11.788772,74.669525,10600.0
1958-06-16,15.045187,139.91124,12500.0
1958-07-16,17.266043,170.2345,29000.0
1958-08-16,15.576203,172.68048,33600.0
1958-09-16,13.447594,83.89412,24300.0
1958-10-16,8.141444,59.891983,16300.0
1958-11-16,3.7074866,15.095454,8900.0
1958-12-16,-0.10454531,13.309893,5520.0
1959-01-16,-2.769251,11.918984,3980.0
1959-02-15,-1.6326205,22.85936,3790.0
1959-03-16,3.6606956,27.148663,5300.0
1959-04-16,8.84599,36.10535,6650.0
1959-05-16,10.927005,99.17434,11400.0
1959-06-16,14.518183,141.46016,17400.0
1959-07-16,17.612568,128.66124,22500.0
1959-08-16,16.619787,130.72353,27600.0
1959-09-16,12.395988,104.72272,13600.0
1959-10-16,8.441177,66.08743,12000.0
1959-11-16,2.9938502,17.445456,8940.0
1959-12-16,-0.6481284,10.813637,5580.0
1960-01-16,-2.7090914,3.7096257,3550.0
1960-02-15,0.87299484,18.825668,3250.0
1960-03-16,4.981551,20.85508,3750.0
1960-04-16,7.609893,31.662836,4380.0
1960-05-16,11.783156,79.22407,6770.0
1960-06-16,15.07647,140.90399,17000.0
1960-07-16,16.75615,178.86177,28700.0
1960-08-16,16.2,119.38476,29800.0
1960-09-16,13.862033,111.40294,25200.0
1960-10-16,7.6839576,58.101875,16100.0
1960-11-16,3.1796794,21.682354,9160.0
1960-12-16,-1.124599,6.695187,4940.0
1961-01-16,-2.2171123,7.6898394,3910.0
1961-02-15,-1.1216581,15.999732,3410.0
1961-03-16,3.0219252,36.42005,5600.0
1961-04-16,8.536899,55.640373,7600.0
1961-05-16,11.442247,82.92888,9820.0
1961-06-16,15.670588,130.24812,15000.0
1961-07-16,17.30107,150.88557,34600.0
1961-08-16,16.77861,160.47006,29000.0
1961-09-16,13.14064,91.77326,18200.0
1961-10-16,9.292514,79.12086,18800.0
1961-11-16,2.5930483,33.851334,13500.0
1961-12-16,-2.2283423,12.25508,6960.0
1962-01-16,-4.0909085,11.400001,4630.0
1962-02-15,-0.35721928,10.064439,3980.0
1962-03-16,2.5374331,20.745188,3850.0
1962-04-16,7.8216577,38.537968,5480.0
1962-05-16,11.476204,90.65081,10500.0
1962-06-16,14.660695,152.33075,19200.0
1962-07-16,17.15294,163.0444,32500.0
1962-08-16,15.774599,177.4714,37800.0
1962-09-16,13.484492,83.07941,24500.0
1962-10-16,8.499733,57.106686,16300.0
1962-11-16,2.500535,15.28369,11000.0
1962-12-16,-1.4705882,8.588771,6050.0
1963-01-16,-4.3834224,3.2264707,3910.0
1963-02-15,-1.357219,9.227273,3150.0
1963-03-16,3.5069518,17.758823,3410.0
1963-04-16,8.314439,51.022194,5290.0
1963-05-16,12.912568,104.54439,16600.0
1963-06-16,14.37139,116.35722,14600.0
1963-07-16,16.568449,161.29652,28900.0
1963-08-16,16.65909,147.03691,26400.0
1963-09-16,14.361232,116.16044,29100.0
1963-10-16,7.7264705,82.89867,20700.0
1963-11-16,2.6580215,37.09545,12200.0
1963-12-16,-1.8387699,9.984759,6820.0
1964-01-16,-2.8569515,9.105615,4990.0
1964-02-15,-2.3320858,12.545188,4230.0
1964-03-16,3.7526739,21.600803,4990.0
1964-04-16,9.650536,64.86953,8740.0
1964-05-16,11.774064,78.367645,15300.0
1964-06-16,13.947327,160.57434,20600.0
1964-07-16,16.770323,133.71657,29700.0
1964-08-16,16.211231,149.6139,25600.0
1964-09-16,13.538504,145.14359,38000.0
1964-10-16,9.570054,70.541176,26600.0
1964-11-16,3.0347593,13.774599,12200.0
1964-12-16,-1.6502671,12.354546,6170.0
1965-01-16,-1.9098932,11.085829,4960.0
1965-02-15,-0.15935805,8.149734,4190.0
1965-03-16,2.4366307,21.499197,4070.0
1965-04-16,8.055882,54.01551,6350.0
1965-05-16,12.00909,77.08289,10000.0
1965-06-16,13.985027,162.3433,20000.0
1965-07-16,16.451336,166.01898,36700.0
1965-08-16,15.197058,168.6353,26800.0
1965-09-16,12.564707,119.60055,31800.0
1965-10-16,8.355348,82.08502,24100.0
1965-11-16,2.4796796,17.971123,10800.0
1965-12-16,-2.0165772,17.631283,6610.0
1966-01-16,-1.528877,4.7860966,4350.0
1966-02-15,1.0735294,11.54893,3860.0
1966-03-16,5.0895724,12.114707,3440.0
1966-04-16,8.437968,37.45936,4400.0
1966-05-16,11.923531,92.55615,7890.0
1966-06-16,14.327004,113.53343,14500.0
1966-07-16,16.99278,160.41925,24800.0
1966-08-16,16.72968,181.26018,29600.0
1966-09-16,12.282353,104.87647,35200.0
1966-10-16,7.6318183,61.824333,19400.0
1966-11-16,2.7339573,12.517914,9800.0
1966-12-16,-1.1163104,7.5254016,5580.0
1967-01-16,-3.0272727,6.4315505,4130.0
1967-02-15,-1.7540107,19.507753,4050.0
1967-03-16,3.024064,32.29893,5850.0
1967-04-16,7.0318184,41.310966,6110.0
1967-05-16,12.515242,111.85589,17300.0
1967-06-16,14.413637,159.8056,24300.0
1967-07-16,16.780214,139.18556,27200.0
1967-08-16,17.107487,128.18958,22400.0
1967-09-16,12.740642,134.65588,23200.0
1967-10-16,7.639571,61.12995,18100.0
1967-11-16,1.250535,31.164974,11000.0
1967-12-16,-2.9374335,7.1823535,6840.0
1968-01-16,-2.885294,9.835562,4300.0
1968-02-15,-3.4152408,15.458288,3740.0
1968-03-16,3.5513368,30.924063,5880.0
1968-04-16,6.85508,60.6583,10500.0
1968-05-16,11.550803,91.47888,14300.0
1968-06-16,14.108824,127.91498,16100.0
1968-07-16,16.144117,180.5492,36400.0
1968-08-16,15.566845,170.69652,31000.0
1968-09-16,13.382621,140.66122,35200.0
1968-10-16,7.6871657,45.524868,21200.0
1968-11-16,3.6489308,21.799467,10400.0
1968-12-16,0.8232621,6.7032084,6050.0
1969-01-16,-2.2002676,8.574867,4280.0
1969-02-15,-0.98930484,2.7561495,3610.0
1969-03-16,4.6270056,19.762568,3470.0
1969-04-16,8.580482,39.28797,5610.0
1969-05-16,13.750803,68.09973,7650.0
1969-06-16,14.333422,126.24279,9620.0
1969-07-16,16.859627,173.91524,26800.0
1969-08-16,16.115509,125.5861,19800.0
1969-09-16,13.382087,122.933426,25300.0
1969-10-16,8.854813,64.44946,16800.0
1969-11-16,1.9649732,29.074867,10800.0
1969-12-16,-1.4347595,3.9967916,5050.0
1970-01-16,-3.202941,9.652942,3660.0
1970-02-15,-0.36042815,11.3283415,3370.0
1970-03-16,1.9609627,31.065508,3860.0
1970-04-16,6.970855,53.453747,7290.0
1970-05-16,12.05,99.30026,15900.0
1970-06-16,13.863369,100.90588,15200.0
1970-07-16,16.779947,212.49466,27800.0
1970-08-16,16.616312,110.24759,27200.0
1970-09-16,13.155082,122.00615,20000.0
1970-10-16,7.889305,53.183422,18900.0
1970-11-16,2.3877006,22.590107,9090.0
1970-12-16,-0.59144384,14.356417,6540.0
1971-01-16,-3.267915,13.63984,4620.0
1971-02-15,-1.3660429,10.341711,4540.0
1971-03-16,3.8866305,16.690105,4170.0
1971-04-16,8.582353,41.655613,6800.0
1971-05-16,11.370856,92.467384,11000.0
1971-06-16,14.471927,150.11177,20800.0
1971-07-16,17.255615,117.95775,20400.0
1971-08-16,16.19278,133.25989,21700.0
1971-09-16,13.187701,117.002144,19900.0
1971-10-16,7.8612304,66.94545,18500.0
1971-11-16,2.1184492,19.21738,10300.0
1971-12-16,-1.8577539,8.396524,4920.0
1972-01-16,-1.2657753,5.760696,3900.0
1972-02-15,-1.7398396,12.881016,3430.0
1972-03-16,5.044118,25.36337,4260.0
1972-04-16,6.9278083,55.716312,6830.0
1972-05-16,12.527273,102.37032,13900.0
1972-06-16,15.233958,115.595726,17700.0
1972-07-16,17.27032,152.92647,24200.0
1972-08-16,17.321123,69.90081,16700.0
1972-09-16,12.414172,113.73236,17300.0
1972-10-16,8.110428,51.07112,13500.0
1972-11-16,2.4029415,28.210964,8970.0
1972-12-16,-0.98582894,8.604546,4480.0
1973-01-16,-1.8695189,9.386898,3650.0
1973-02-15,1.1641713,11.517915,3600.0
1973-03-16,4.814974,19.50508,3360.0
1973-04-16,9.060428,68.869255,6970.0
1973-05-16,11.892514,97.316315,12500.0
1973-06-16,14.172728,171.47943,23600.0
1973-07-16,16.390642,159.21791,26100.0
1973-08-16,16.494118,122.34199,19300.0
1973-09-16,13.255881,145.86418,30600.0
1973-10-16,8.199466,55.290905,19000.0
1973-11-16,2.5911765,25.293316,8420.0
1973-12-16,-1.5826205,8.644651,5280.0
1974-01-16,-2.7032084,7.409893,3730.0
1974-02-15,-0.7200538,6.2029414,3470.0
1974-03-16,2.7874331,28.13075,3630.0
1974-04-16,8.499999,62.757755,7270.0
1974-05-16,12.255881,107.320335,14400.0
1974-06-16,14.594117,155.46497,15700.0
1974-07-16,16.210964,146.85294,31900.0
1974-08-16,15.549465,185.00803,37500.0
1974-09-16,12.909359,132.64491,35900.0
1974-10-16,9.265775,53.082085,21100.0
1974-11-16,3.7457223,13.458288,9000.0
1974-12-16,-1.7331549,9.229412,5970.0
1975-01-16,-2.647861,9.722727,4590.0
1975-02-15,-0.18983941,11.82754,3950.0
1975-03-16,4.2208557,16.199198,3990.0
1975-04-16,8.17968,59.284225,6220.0
1975-05-16,11.076469,83.342514,12700.0
1975-06-16,15.005349,135.76953,20000.0
1975-07-16,16.553743,148.86899,25500.0
1975-08-16,16.801872,112.19385,22200.0
1975-09-16,14.085563,138.77325,23100.0
1975-10-16,9.415508,75.12219,22600.0
1975-11-16,2.4050803,29.253742,12300.0
1975-12-16,-3.2631016,8.030748,5970.0
1976-01-16,-2.8336897,8.268717,3660.0
1976-02-15,0.6245989,13.990374,3500.0
1976-03-16,2.758289,25.363636,4110.0
1976-04-16,7.37647,41.97059,5700.0
1976-05-16,11.434223,102.05481,13400.0
1976-06-16,14.091444,138.49359,19400.0
1976-07-16,15.332888,143.24707,32200.0
1976-08-16,15.777005,133.57407,19000.0
1976-09-16,12.595455,103.49145,20700.0
1976-10-16,8.322728,67.75241,17600.0
1976-11-16,1.9804811,23.250801,9900.0
1976-12-16,-1.01123,7.9350266,5420.0
1977-01-16,-3.3604279,9.538236,4020.0
1977-02-15,-2.06123,16.36952,4000.0
1977-03-16,3.864706,31.406149,5220.0
1977-04-16,8.050267,70.470856,11800.0
1977-05-16,10.950535,83.28129,13600.0
1977-06-16,14.233423,110.319244,21600.0
1977-07-16,16.843851,177.70695,26600.0
1977-08-16,16.098663,119.71124,23400.0
1977-09-16,13.718182,95.463905,18200.0
1977-10-16,8.395188,72.79759,15400.0
1977-11-16,2.311765,26.799465,10900.0
1977-12-16,-0.7342247,10.96845,5540.0
1978-01-16,-3.6622996,9.253475,4230.0
1978-02-15,-0.9208557,8.356418,3290.0
1978-03-16,3.6045458,20.896791,3080.0
1978-04-16,8.295188,40.077007,5000.0
1978-05-16,11.955081,126.189575,10500.0
1978-06-16,14.548396,138.00882,24300.0
1978-07-16,16.791712,147.91656,25300.0
1978-08-16,16.689037,97.01952,23700.0
1978-09-16,12.807487,110.55189,20500.0
1978-10-16,8.5564165,54.794117,13000.0
1978-11-16,2.815775,36.128613,9450.0
1978-12-16,-0.27299464,3.3192513,5540.0
1979-01-16,-1.371123,7.7481284,3630.0
1979-02-15,0.74278086,10.858023,3160.0
1979-03-16,3.1895719,19.601337,3060.0
1979-04-16,8.952139,39.54519,3720.0
1979-05-16,12.141711,54.42032,8570.0
1979-06-16,14.97968,132.12541,12600.0
1979-07-16,16.277006,166.8056,20700.0
1979-08-16,16.549465,159.28769,27300.0
1979-09-16,12.183156,133.72514,36300.0
1979-10-16,8.160161,61.580215,18500.0
1979-11-16,2.6000001,14.089037,8060.0
1979-12-16,-0.32860973,18.736631,5130.0
1980-01-16,-2.6417112,8.037968,4210.0
1980-02-15,-1.0877007,8.983957,3720.0
1980-03-16,3.6393046,21.785294,3990.0
1980-04-16,8.317113,42.069515,6090.0
1980-05-16,12.03583,92.19064,9160.0
1980-06-16,14.747594,138.80293,19500.0
1980-07-16,16.41123,164.43985,26100.0
1980-08-16,15.420321,194.50748,35100.0
1980-09-16,12.740374,104.93422,25600.0
1980-10-16,8.302673,88.0369,25400.0
1980-11-16,4.545989,18.327005,10000.0
1980-12-16,-0.5288772,6.390107,6190.0
1981-01-16,-2.4486632,9.4668455,4250.0
1981-02-15,0.5951871,11.775133,3860.0
1981-03-16,4.407754,26.122728,3690.0
1981-04-16,8.341444,47.31765,6190.0
1981-05-16,11.535828,97.8524,9490.0
1981-06-16,15.343584,141.97112,17500.0
1981-07-16,17.349197,168.27434,36700.0
1981-08-16,17.32273,165.4583,28600.0
1981-09-16,13.360695,107.17941,29400.0
1981-10-16,8.101069,32.734493,14700.0
1981-11-16,2.2061496,19.531282,7830.0
1981-12-16,-2.1478615,8.83877,5220.0
1982-01-16,-1.056417,5.9093585,3800.0
1982-02-15,-1.062032,15.29385,3920.0
1982-03-16,3.9697864,16.16845,4200.0
1982-04-16,6.607754,60.25695,5510.0
1982-05-16,12.142246,68.395454,8930.0
1982-06-16,13.966578,138.98956,17300.0
1982-07-16,16.57139,177.00482,32800.0
1982-08-16,16.313637,124.247856,25100.0
1982-09-16,12.897861,146.43556,30800.0
1982-10-16,9.446793,53.427536,19600.0
1982-11-16,3.0946524,26.877539,11100.0
1982-12-16,-2.6181817,11.621657,6670.0
1983-01-16,-4.046524,16.90214,4650.0
1983-02-15,-2.2930484,15.389573,4250.0
1983-03-16,2.0350268,27.7254,4720.0
1983-04-16,7.311765,46.410965,7830.0
1983-05-16,12.321122,85.693855,12000.0
1983-06-16,14.569786,137.11096,19100.0
1983-07-16,16.539038,185.72649,30900.0
1983-08-16,15.832086,156.70215,34200.0
1983-09-16,13.856952,124.99572,27800.0
1983-10-16,9.31337,69.406685,20100.0
1983-11-16,3.2259355,22.690374,9370.0
1983-12-16,-1.4858288,12.545721,5290.0
1984-01-16,-3.663369,9.37139,4140.0
1984-02-15,-0.37459904,4.2799473,3560.0
1984-03-16,4.0048127,15.923797,4310.0
1984-04-16,8.792513,42.585827,5190.0
1984-05-16,11.39893,124.47487,11900.0
1984-06-16,15.050536,138.0623,21700.0
1984-07-16,16.30615,202.59732,38700.0
1984-08-16,15.71631,139.86363,26900.0
1984-09-16,12.670588,96.93021,24700.0
1984-10-16,8.476471,46.6877,17200.0
1984-11-16,3.4708555,11.064171,7240.0
1984-12-16,-1.0612301,11.697326,5250.0
1985-01-16,-2.4053473,7.511765,3460.0
1985-02-15,-0.8569522,11.519518,3770.0
1985-03-16,2.4885027,31.253742,4260.0
1985-04-16,7.9532084,53.198128,8560.0
1985-05-16,12.644652,100.88182,12600.0
1985-06-16,14.255881,154.75403,18500.0
1985-07-16,16.023796,167.4845,34100.0
1985-08-16,17.165241,138.76872,23000.0
1985-09-16,12.50909,129.40616,30600.0
1985-10-16,8.3748665,46.07353,16700.0
1985-11-16,2.2529414,19.47246,10900.0
1985-12-16,-1.628877,9.504546,5900.0
1986-01-16,-2.3491976,5.0791445,4140.0
1986-02-15,-0.9716578,12.197863,3740.0
1986-03-16,3.13877,19.750269,4210.0
1986-04-16,7.6914434,43.713905,5010.0
1986-05-16,12.497862,68.57808,9390.0
1986-06-16,15.125669,130.06845,16700.0
1986-07-16,16.4492,173.296,26900.0
1986-08-16,15.923799,127.19761,17600.0
1986-09-16,12.479145,110.5131,25900.0
1986-10-16,7.4895725,57.06016,16300.0
1986-11-16,2.7090912,23.072994,9000.0
1986-12-16,-0.0125669185,5.469519,5710.0
1987-01-16,-1.0163102,8.67353,
1987-02-15,1.7649732,9.107487,
1987-03-16,4.3427806,19.149466,
1987-04-16,8.253208,39.542515,
1987-05-16,12.219252,75.2492,
1987-06-16,15.236631,142.57567,
1987-07-16,16.537434,173.42754,
1987-08-16,15.939573,149.00294,
1987-09-16,12.96738,118.61524,
1987-10-16,9.046257,48.83129,
1987-11-16,3.840909,21.551338,
1987-12-16,-1.4366312,7.9927816,
1988-01-16,-1.5168451,7.890642,
1988-02-15,0.059893012,13.58476,
1988-03-16,2.7302139,23.498396,
1988-04-16,7.847594,34.414974,
1988-05-16,12.448932,90.89145,
1988-06-16,15.487969,104.48262,
1988-07-16,17.199198,165.75615,
1988-08-16,16.139305,151.41927,
1988-09-16,12.80508,136.46712,
1988-10-16,9.19492,51.33289,
1988-11-16,3.4946525,13.475134,
1988-12-16,0.31497326,6.6681824,
1989-01-16,-2.7885025,12.54599,
1989-02-15,-0.8371657,16.3877,
1989-03-16,3.464973,26.0254,
1989-04-16,7.548663,62.83423,
1989-05-16,11.899733,78.33797,
1989-06-16,14.954813,147.41096,
1989-07-16,16.665775,159.69199,
1989-08-16,16.125937,143.17194,
1989-09-16,13.978343,103.186905,
1989-10-16,9.082621,75.87139,
1989-11-16,2.987968,25.806684,
1989-12-16,-1.2673795,14.514171,
1990-01-16,-1.2545457,8.96631,
1990-02-15,-0.17433167,14.35936,
1990-03-16,3.5430481,30.86979,
1990-04-16,7.217112,53.751072,
1990-05-16,11.0342245,110.3484,
1990-06-16,14.587434,158.60188,
1990-07-16,16.70909,152.18822,
1990-08-16,16.538504,104.86871,
1990-09-16,13.483689,113.2754,
1990-10-16,8.325401,71.85214,
1990-11-16,4.469251,23.320053,
1990-12-16,-0.043583058,4.298663,
1991-01-16,-2.8066843,16.926472,
1991-02-15,0.7986632,9.917379,
1991-03-16,4.0895724,23.885027,
1991-04-16,7.7558823,38.856686,
1991-05-16,11.727005,84.041176,
1991-06-16,15.328343,145.49144,
1991-07-16,16.896524,163.28984,
1991-08-16,15.897326,148.91124,
1991-09-16,12.981016,107.55053,
1991-10-16,8.27246,49.913372,
1991-11-16,2.4831548,22.730478,
1991-12-16,-1.098663,12.152942,
1992-01-16,-3.174866,10.09492,
1992-02-15,-1.9877006,18.096525,
1992-03-16,2.9828877,35.633156,
1992-04-16,8.8759365,47.997066,
1992-05-16,11.617113,97.80802,
1992-06-16,14.490108,145.97781,
1992-07-16,15.6708555,143.36818,
1992-08-16,16.290108,109.87834,
1992-09-16,13.536097,80.065506,
1992-10-16,7.11631,65.94038,
1992-11-16,2.1339574,12.143048,
1992-12-16,-1.0342245,6.6740646,
1993-01-16,-3.9085562,15.896523,
1993-02-15,0.84385,24.129147,
1993-03-16,3.6232624,25.558558,
1993-04-16,8.229679,40.004814,
1993-05-16,11.274867,82.380486,
1993-06-16,14.636899,132.21043,
1993-07-16,16.27032,177.00134,
1993-08-16,15.341977,200.75668,
1993-09-16,12.683423,105.746796,
1993-10-16,7.67861,61.20482,
1993-11-16,3.3304815,20.939571,
1993-12-16,-1.0221926,6.704011,
1994-01-16,-1.1564171,7.7756686,
1994-02-15,0.043582935,10.241712,
1994-03-16,2.3727274,32.425133,
1994-04-16,8.957754,44.900536,
1994-05-16,12.928342,64.979416,
1994-06-16,14.467113,155.58745,
1994-07-16,16.626202,114.3837,
1994-08-16,17.00829,106.517654,
1994-09-16,13.459091,109.2369,
1994-10-16,7.636898,64.88663,
1994-11-16,3.9443853,31.02781,
1994-12-16,-0.4069516,15.337966,
1995-01-16,-3.1181817,11.241445,
1995-02-15,-1.3855616,18.457487,
1995-03-16,3.5117648,19.09813,
1995-04-16,7.729412,35.726204,
1995-05-16,13.004812,76.19251,
1995-06-16,15.573797,142.94412,
1995-07-16,16.492514,170.70721,
1995-08-16,15.912032,145.13985,
1995-09-16,13.683155,110.91043,
1995-10-16,8.860696,62.47915,
1995-11-16,3.127005,24.248663,
1995-12-16,-1.4187167,10.230749,
1996-01-16,-3.0483956,9.349999,
1996-02-15,-0.7858289,11.249734,
1996-03-16,3.5393047,35.21952,
1996-04-16,7.3393054,38.956417,
1996-05-16,11.463903,90.4794,
1996-06-16,14.687167,123.121124,
1996-07-16,16.45615,202.81657,
1996-08-16,16.676472,119.06898,
1996-09-16,12.979145,92.98609,
1996-10-16,8.620321,50.108826,
1996-11-16,3.103743,32.766575,
1996-12-16,-0.9946523,2.6328878,
1997-01-16,-2.2540104,11.154546,
1997-02-15,-1.3983954,20.77754,
1997-03-16,4.430749,29.583157,
1997-04-16,7.1355615,57.145992,
1997-05-16,12.435295,75.626205,
1997-06-16,14.189039,137.41844,
1997-07-16,16.22433,165.76337,
1997-08-16,16.86738,80.44439,
1997-09-16,11.986898,110.13317,
1997-10-16,7.683958,47.644917,
1997-11-16,2.7208555,16.530748,
1997-12-16,-1.656952,12.944921,
1998-01-16,-2.3545454,9.966578,
1998-02-15,0.61149746,13.54599,
1998-03-16,3.5254014,25.599466,
1998-04-16,9.93877,53.914978,
1998-05-16,12.894117,94.38958,
1998-06-16,15.349196,152.67995,
1998-07-16,16.858822,215.14786,
1998-08-16,16.25829,212.1254,
1998-09-16,13.893048,77.30241,
1998-10-16,9.585294,59.988506,
1998-11-16,4.695455,18.212835,
1998-12-16,-0.10935791,9.540642,
1999-01-16,-1.3390375,9.27139,
1999-02-15,2.4037433,4.8315506,
1999-03-16,4.559893,18.671926,
1999-04-16,9.62861,58.644924,
1999-05-16,11.566579,106.49626,
1999-06-16,15.310696,158.96579,
1999-07-16,16.224333,181.17409,
1999-08-16,15.924065,146.43262,
1999-09-16,14.013905,91.67352,
1999-10-16,8.725937,74.35401,
1999-11-16,3.3946526,32.402943,
1999-12-16,-1.720321,5.4756684,
2000-01-16,-2.52246,15.202139,
2000-02-15,-1.4366312,11.14893,
2000-03-16,3.466043,26.185297,
2000-04-16,7.7788763,53.141712,
2000-05-16,12.393851,73.56417,
2000-06-16,14.986898,157.75694,
2000-07-16,17.363636,153.56337,
2000-08-16,15.664974,166.40909,
2000-09-16,12.710694,110.08155,
2000-10-16,8.66738,67.288506,
2000-11-16,2.4695187,17.523531,
2000-12-16,-0.5828879,8.197862,
2001-01-16,-1.5371659,8.699466,
2001-02-15,0.85588247,11.047327,
2001-03-16,4.365508,19.259626,
2001-04-16,8.02246,48.73904,
2001-05-16,11.414706,85.7369,
2001-06-16,14.302139,149.20854,
2001-07-16,17.723263,114.927,
2001-08-16,15.880482,154.03477,
2001-09-16,13.702138,107.07807,
2001-10-16,9.217113,73.44813,
2001-11-16,3.5489302,20.707222,
2001-12-16,-1.070321,7.8828874,
2002-01-16,-1.8136365,12.562833,
2002-02-15,1.8962567,9.676204,
2002-03-16,4.7852945,28.653477,
2002-04-16,9.037968,53.462032,
2002-05-16,11.1746,122.24091,
2002-06-16,15.627273,159.46738,
2002-07-16,17.12326,134.84573,
2002-08-16,15.832622,141.24678,
2002-09-16,13.2377,69.64706,
2002-10-16,8.254813,57.648663,
2002-11-16,3.2377002,19.178877,
2002-12-16,-0.4991977,9.832888,
2003-01-16,-1.5885029,7.8074865,
2003-02-15,1.4414439,9.662032,
2003-03-16,4.1419787,16.614172,
2003-04-16,9.213368,46.435833,
2003-05-16,11.90508,95.86713,
2003-06-16,14.577273,159.97539,
2003-07-16,16.900803,154.85081,
2003-08-16,17.024334,151.39305,
2003-09-16,13.656953,108.812836,
2003-10-16,8.810161,48.250805,
2003-11-16,3.6986635,16.683691,
2003-12-16,-0.46016052,15.605615,
2004-01-16,-1.7719253,10.562568,
2004-02-15,0.4248666,13.625402,
2004-03-16,4.808289,29.96417,
2004-04-16,9.041712,55.471664,
2004-05-16,11.8518715,113.85294,
2004-06-16,14.289038,135.95026,
2004-07-16,16.21337,164.0853,
2004-08-16,16.420588,124.85215,
2004-09-16,13.242781,117.33207,
2004-10-16,7.7069516,52.414978,
2004-11-16,2.8355618,28.38182,
2004-12-16,-0.34304813,8.940374,
2005-01-16,-1.8371661,10.31337,
2005-02-15,-0.1080215,16.450003,
2005-03-16,3.6791444,34.67193,
2005-04-16,8.943583,46.271656,
2005-05-16,12.566577,83.134224,
2005-06-16,15.573797,121.46336,
2005-07-16,17.383957,169.26096,
2005-08-16,16.096525,172.51178,
2005-09-16,14.332353,84.865776,
2005-10-16,8.512835,68.29893,
2005-11-16,3.734492,17.033422,
2005-12-16,-1.218984,6.742246,
2006-01-16,-0.6622995,5.023529,
2006-02-15,1.1112299,25.4869,
2006-03-16,4.139305,27.949198,
2006-04-16,8.732621,44.981815,
2006-05-16,12.037701,98.687706,
2006-06-16,15.258556,123.6837,
2006-07-16,18.040375,120.29305,
2006-08-16,17.542246,74.70401,
2006-09-16,13.491711,100.4444,
2006-10-16,9.411765,72.41898,
2006-11-16,3.898663,22.167112,
2006-12-16,-0.8029412,8.718718,
2007-01-16,-2.2967918,10.724332,
2007-02-15,1.4660428,15.096792,
2007-03-16,4.8719254,17.65615,
